  1.0,派遣要請,至急至急。{commander}から各局、航空管制局と運輸省より入電。国際線{#num:300-900}便がハイジャックされた模様。乗員乗客およそ{#num:100-150}名。犯人数不明。中央国際空港への着陸が予想される。関係各署は特例事案態勢を準備しろ。最優先の事案とする,"need-response=true;alert=beep;backup-all=true"
    1.0,体制発令,{commander}から中央国際空港警備所、特例事案態勢を発令する。空港ターミナルの即時封鎖と滑走路周辺の厳戒態勢を実施するように,"need-response=true"
      1.0,特殊部隊派遣,{commander}から特別捜査班、管区機動隊、危険物処理班宛て。本件ハイジャック事案につき、中央国際空港へ至急向かえ。到着次第、指揮本部を設置するように,add_units=特別捜査班・管区機動隊・危険物処理班;need-response=true
        1.0,現場報告,{unit}から{commander}、了解。特例事案態勢完了。ターミナル封鎖と滑走路周辺の警戒態勢、実施中,need-response=true
          1.0,部隊現着,特別捜査班から{commander}、特別捜査班先遣隊、中央国際空港到着。{unit}と合流して指揮本部を設置中,
            1.0,着陸情報,{commander}から各局、対象機、まもなく中央国際空港A滑走路に着陸する模様。全警戒員、厳戒態勢を維持しろ。不用意な接近は厳禁,need-response=true
              1.0,着陸報告,{unit}から{commander}、対象機、A滑走路に着陸。現在、第{#num:2-4}駐機場へタキシング中,
                1.0,包囲完了,特別捜査班から{commander}、対象機、駐機場で停止を確認。特別捜査班と機動隊で機体を完全包囲した,need-response=true
                  1.0,交渉開始指示,{commander}から特別捜査班、機体の包囲を維持しながら犯人との交渉を開始しろ。人質の安全確保を最優先にしろ,need-response=true
                    1.0,交渉開始,特別捜査班から{commander}、了解。交渉班、犯人との接触を開始。犯人は{#num:3-5}名と推定。{国外への逃亡/政治的声明}を要求している模様,
                      0.60,交渉継続（人質解放）,{unit}から{commander}、特別捜査班の交渉で人質のうち病人・子供{#num:5-10}名が解放された。タラップ車で救護中,
                        1.0,交渉継続（膠着）,特別捜査班から{commander}、引き続き交渉中だが犯人側は態度を硬化。要求を繰り返すのみ。膠着状態,
                          0.50,交渉決裂（突入準備）,特別捜査班から{commander}、犯人側、交渉を打ち切った。機内で{爆発物/人質への危害}を示唆している。これ以上の交渉は困難の模様。突入準備を開始する,need-response=true
                            1.0,突入許可,{commander}から特別捜査班、突入を許可する。人質の安全確保を最優先に速やかに制圧しろ,
                              1.0,突入実行,特別捜査班から{commander}、了解。突入を開始する。全隊突入。機内で{閃光弾/発砲音}あり,
                                1.0,制圧完了,特別捜査班から{commander}、機内制圧完了。犯人{#num:3-5}名を確保。人質の救出を開始。機内、{軽傷者{#num:2-8}名が発生/人質全員無事},
                                  1.0,クリアリング指示,{commander}から危険物処理班と鑑識班、特別捜査班の制圧完了。危険物処理班は機内の安全確認、鑑識班は現場へ到着して証拠保全にあたれ,add_units=鑑識班;need-response=true
                                    1.0,クリアリング報告,危険物処理班から{commander}、機内クリアリング完了。危険物の発見には至らず。安全,need-response=true
                                      1.0,鑑識活動,鑑識班から{commander}、現場到着。機内の鑑識活動を開始する,
                                        1.0,状況終了,{commander}から各局、本件ハイジャック事案、状況終了。特例事案態勢を解除、通常業務に復帰するように。以上、{commander},
                          0.50,交渉成立,特別捜査班から{commander}、交渉成立。犯人側、投降に応じた。特別捜査班が機内に入り犯人{#num:3-5}名を確保。人質全員無事,
                            1.0,クリアリング指示,{commander}から危険物処理班と鑑識班、犯人確保。危険物処理班は機内の安全確認、鑑識班は現場へ到着して証拠保全にあたれ,add_units=鑑識班;need-response=true
                              1.0,クリアリング報告,危険物処理班から{commander}、機内クリアリング完了。危険物の発見には至らず。安全,need-response=true
                                1.0,鑑識活動,鑑識班から{commander}、現場到着。機内の鑑識活動を開始する,
                                  1.0,状況終了,{commander}から各局、本件ハイジャック事案、状況終了。特例事案態勢を解除、通常業務に復帰するように。以上、{commander},
                      0.40,交渉中（異常発生）,特別捜査班から{commander}、機内から{銃声/悲鳴}を確認。人質に危害が及んだ可能性がある。至急突入の許可を要請する,need-response=true
                        1.0,突入許可,{commander}から特別捜査班、突入を許可する。至急、人質を救出しろ,
                          1.0,突入実行,特別捜査班から{commander}、了解。全隊突入。機内制圧中,
                            0.70,制圧完了（爆発物発見）,特別捜査班から{commander}、制圧完了。犯人{#num:3-5}名確保。人質{#num:80-120}名、救出中。ただし貨物室で段ボールの不審物を発見。危険物処理班の確認が必要,need-response=true
                              1.0,爆発物処理指示,{commander}から危険物処理班、特別捜査班より不審物発見の報告あり。至急、処理にあたれ,need-response=true
                                1.0,爆発物処理中,危険物処理班から{commander}、到着。対象物を{X線検査中/処理中}。爆発物と断定。処理を継続する,
                                  1.0,処理完了,危険物処理班から{commander}、処理完了。安全を確保した,need-response=true
                                    1.0,鑑識指示,{commander}から鑑識班、現場の安全確保。速やかに到着して鑑識活動を開始しろ,add_units=鑑識班;need-response=true
                                      1.0,鑑識活動,鑑識班から{commander}、現場到着。機内の鑑識活動を開始する,
                                        1.0,状況終了,{commander}から各局、本件ハイジャック事案、状況終了。特例事案態勢を解除、通常業務に復帰するように。以上、{commander},
                            0.30,制圧完了（軽傷多発）,特別捜査班から{commander}、制圧完了。犯人{#num:3-5}名確保。人質救出中。ただし犯人の抵抗で人質と特別捜査班隊員に{重傷者{#num:1-3}名/軽傷者{#num:5-10}名}が発生。救急隊の増強を要請する,need-response=true
                              1.0,救急要請,{commander}から{unit}、消防に対し救急隊の最大出場を要請しろ,need-response=true
                                1.0,救急要請報告,{unit}から{commander}、消防へ要請済み。救急隊が順次到着中,need-response=true
                                  1.0,鑑識・処理指示,{commander}から危険物処理班と鑑識班、危険物処理班は機内の最終安全確認、鑑識班は現場へ到着して証拠保全にあたれ,add_units=鑑識班;need-response=true
                                    1.0,クリアリング報告,危険物処理班から{commander}、機内クリアリング完了。他の危険物なし,need-response=true
                                      1.0,鑑識活動,鑑識班から{commander}、現場到着。鑑識活動を開始する,
                                        1.0,状況終了,{commander}から各局、本件ハイジャック事案、状況終了。特例事案態勢を解除、通常業務に復帰するように。以上、{commander},
